ImageId,sar,segm,rotation,x,y,fold
20190804124148_20190804124417_tile_1326,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804124148_20190804124417_tile_1326.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804124148_20190804124417_tile_1326.tif,0.0,595347.5006207399,5747115.662163023,8
20190804123547_20190804123823_tile_6159,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123547_20190804123823_tile_6159.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123547_20190804123823_tile_6159.tif,1.0,594545.6012208168,5750427.448794144,6
20190823090045_20190823090358_tile_992,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_992.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_992.tif,0.0,592943.4241915769,5745935.250394781,2
20190804123547_20190804123823_tile_6155,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123547_20190804123823_tile_6155.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123547_20190804123823_tile_6155.tif,1.0,593645.6012208168,5750427.448794144,4
20190823145306_20190823145612_tile_7213,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823145306_20190823145612_tile_7213.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823145306_20190823145612_tile_7213.tif,0.0,593297.702871127,5749635.269452614,3
20190822073257_20190822073557_tile_2422,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2422.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2422.tif,0.0,593475.1030566487,5748726.683988566,4
20190804123018_20190804123239_tile_3020,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123018_20190804123239_tile_3020.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123018_20190804123239_tile_3020.tif,0.0,595380.8627857864,5746561.340158251,8
20190822085151_20190822085445_tile_566,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822085151_20190822085445_tile_566.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822085151_20190822085445_tile_566.tif,0.0,595698.6276767293,5748721.999970989,8
20190822094951_20190822095250_tile_2952,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822094951_20190822095250_tile_2952.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822094951_20190822095250_tile_2952.tif,1.0,591753.6185891834,5751036.886727504,0
20190823074026_20190823074323_tile_2198,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823074026_20190823074323_tile_2198.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823074026_20190823074323_tile_2198.tif,0.0,592638.0666665478,5749253.29235807,2
20190823125732_20190823130048_tile_1929,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823125732_20190823130048_tile_1929.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823125732_20190823130048_tile_1929.tif,0.0,595320.3603063012,5748009.514893229,8
20190804125251_20190804125541_tile_6895,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804125251_20190804125541_tile_6895.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804125251_20190804125541_tile_6895.tif,0.0,595007.7220006146,5748087.930853591,7
20190822135802_20190822140055_tile_1758,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822135802_20190822140055_tile_1758.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822135802_20190822140055_tile_1758.tif,0.0,593270.2919143771,5747657.4158721585,3
20190823143529_20190823143813_tile_4428,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4428.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4428.tif,0.0,592882.6207620242,5748090.387381743,2
20190804132031_20190804132301_tile_9507,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9507.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9507.tif,0.0,596046.0303470023,5749174.283951362,9
20190823124221_20190823124528_tile_9877,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823124221_20190823124528_tile_9877.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823124221_20190823124528_tile_9877.tif,1.0,594946.2772362784,5750509.001425791,7
20190804122434_20190804122704_tile_6471,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804122434_20190804122704_tile_6471.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804122434_20190804122704_tile_6471.tif,1.0,595369.7643816832,5749883.27689284,8
20190822161837_20190822162134_tile_1599,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161837_20190822162134_tile_1599.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161837_20190822162134_tile_1599.tif,1.0,594501.9993696648,5751561.948969822,6
20190822102427_20190822102736_tile_6098,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822102427_20190822102736_tile_6098.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822102427_20190822102736_tile_6098.tif,1.0,592528.1009842269,5752720.279176115,1
20190822152355_20190822152652_tile_3996,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152355_20190822152652_tile_3996.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152355_20190822152652_tile_3996.tif,1.0,594249.2522002034,5751113.148397662,5
20190823131240_20190823131533_tile_7539,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823131240_20190823131533_tile_7539.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823131240_20190823131533_tile_7539.tif,1.0,593110.8220465826,5752229.380498092,3
20190823162315_20190823162606_tile_7873,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823162315_20190823162606_tile_7873.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823162315_20190823162606_tile_7873.tif,1.0,594810.0025998927,5752120.1658241395,7
20190822155902_20190822160145_tile_876,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822155902_20190822160145_tile_876.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822155902_20190822160145_tile_876.tif,0.0,591974.2742414603,5746578.248999014,0
20190823081159_20190823081456_tile_5212,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823081159_20190823081456_tile_5212.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823081159_20190823081456_tile_5212.tif,0.0,592331.4163456968,5747012.374008828,1
20190822143107_20190822143418_tile_1536,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822143107_20190822143418_tile_1536.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822143107_20190822143418_tile_1536.tif,1.0,593094.9386915201,5751646.703994964,3
20190822135802_20190822140055_tile_1756,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822135802_20190822140055_tile_1756.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822135802_20190822140055_tile_1756.tif,0.0,592820.2919143771,5747657.4158721585,2
20190804125251_20190804125541_tile_6886,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804125251_20190804125541_tile_6886.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804125251_20190804125541_tile_6886.tif,0.0,592757.7220006146,5747637.930853591,2
20190804122434_20190804122704_tile_6473,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804122434_20190804122704_tile_6473.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804122434_20190804122704_tile_6473.tif,1.0,595819.7643816832,5749883.27689284,9
20190823093548_20190823093858_tile_5502,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823093548_20190823093858_tile_5502.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823093548_20190823093858_tile_5502.tif,0.0,595183.169013745,5747555.344583338,7
20190823095600_20190823095931_tile_10983,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10983.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10983.tif,0.0,594631.9729618245,5749087.6676531,6
20190822161458_20190822161736_tile_8405,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161458_20190822161736_tile_8405.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161458_20190822161736_tile_8405.tif,0.0,592495.9676030278,5748106.887772905,1
20190823143529_20190823143813_tile_4442,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4442.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4442.tif,0.0,596032.6207620242,5748090.387381743,9
20190823154802_20190823155103_tile_9757,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823154802_20190823155103_tile_9757.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823154802_20190823155103_tile_9757.tif,0.0,592611.5347693574,5748555.8727599615,2
20190823144002_20190823144238_tile_10095,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144002_20190823144238_tile_10095.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144002_20190823144238_tile_10095.tif,1.0,595424.3705432233,5752130.195352969,8
20190822143613_20190822143904_tile_4908,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822143613_20190822143904_tile_4908.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822143613_20190822143904_tile_4908.tif,0.0,592567.4354389203,5749261.819825863,2
20190823123717_20190823124038_tile_2681,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823123717_20190823124038_tile_2681.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823123717_20190823124038_tile_2681.tif,0.0,593886.5151163795,5746932.930588431,4
20190822153931_20190822154218_tile_4596,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822153931_20190822154218_tile_4596.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822153931_20190822154218_tile_4596.tif,1.0,593525.4149190326,5752140.984551485,4
20190822163021_20190822163304_tile_8468,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822163021_20190822163304_tile_8468.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822163021_20190822163304_tile_8468.tif,0.0,594250.5694243986,5748723.641239839,5
20190822133333_20190822133635_tile_7759,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822133333_20190822133635_tile_7759.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822133333_20190822133635_tile_7759.tif,1.0,594061.9397267994,5749924.765088426,5
20190822154325_20190822154559_tile_9338,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822154325_20190822154559_tile_9338.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822154325_20190822154559_tile_9338.tif,0.0,595367.8613485134,5749259.444628449,8
20190822133830_20190822134118_tile_3778,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822133830_20190822134118_tile_3778.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822133830_20190822134118_tile_3778.tif,0.0,593607.5803978583,5746572.096120116,4
20190822082538_20190822082826_tile_4152,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082538_20190822082826_tile_4152.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082538_20190822082826_tile_4152.tif,0.0,592425.5130894836,5747658.287014647,1
20190823095034_20190823095347_tile_1820,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095034_20190823095347_tile_1820.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095034_20190823095347_tile_1820.tif,1.0,594933.2781995278,5751707.229333864,7
20190804143251_20190804143533_tile_329,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804143251_20190804143533_tile_329.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804143251_20190804143533_tile_329.tif,1.0,592755.3102195401,5751487.266472591,2
20190823153931_20190823154211_tile_6407,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823153931_20190823154211_tile_6407.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823153931_20190823154211_tile_6407.tif,1.0,592275.4008283224,5751560.090217976,1
20190823141628_20190823141922_tile_8739,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823141628_20190823141922_tile_8739.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823141628_20190823141922_tile_8739.tif,0.0,595116.2967099007,5747482.753046992,7
20190804134228_20190804134450_tile_1870,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804134228_20190804134450_tile_1870.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804134228_20190804134450_tile_1870.tif,0.0,594009.227992339,5746554.578235966,5
20190822152355_20190822152652_tile_3999,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152355_20190822152652_tile_3999.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152355_20190822152652_tile_3999.tif,1.0,595149.2522002034,5751563.148397662,7
20190804141038_20190804141312_tile_9058,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141038_20190804141312_tile_9058.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141038_20190804141312_tile_9058.tif,1.0,593461.9351121011,5749991.619747417,4
20190823082625_20190823082938_tile_445,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823082625_20190823082938_tile_445.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823082625_20190823082938_tile_445.tif,1.0,593861.8893917414,5751617.751244683,4
20190822081617_20190822081907_tile_9809,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9809.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9809.tif,0.0,591945.181974306,5747557.307836981,0
20190823085011_20190823085317_tile_6949,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823085011_20190823085317_tile_6949.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823085011_20190823085317_tile_6949.tif,0.0,594696.6979618322,5749631.995476205,6
20190804113009_20190804113242_tile_4803,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804113009_20190804113242_tile_4803.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804113009_20190804113242_tile_4803.tif,1.0,593634.4236182367,5750439.86555052,4
20190804141038_20190804141312_tile_9052,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141038_20190804141312_tile_9052.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141038_20190804141312_tile_9052.tif,1.0,592111.9351121011,5749991.619747417,1
20190822133830_20190822134118_tile_3785,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822133830_20190822134118_tile_3785.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822133830_20190822134118_tile_3785.tif,0.0,595407.5803978583,5747022.096120116,8
20190804113009_20190804113242_tile_4806,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804113009_20190804113242_tile_4806.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804113009_20190804113242_tile_4806.tif,1.0,594084.4236182367,5749989.86555052,5
20190804124148_20190804124417_tile_1314,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804124148_20190804124417_tile_1314.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804124148_20190804124417_tile_1314.tif,0.0,592647.5006207399,5747115.662163023,2
20190822153149_20190822153444_tile_1050,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822153149_20190822153444_tile_1050.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822153149_20190822153444_tile_1050.tif,1.0,593251.3855291649,5751665.149490156,3
20190823143529_20190823143813_tile_4429,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4429.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4429.tif,0.0,593332.6207620242,5748540.387381743,3
20190822081617_20190822081907_tile_9825,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9825.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9825.tif,0.0,595545.181974306,5747557.307836981,8
20190822100114_20190822100413_tile_665,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822100114_20190822100413_tile_665.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822100114_20190822100413_tile_665.tif,1.0,592655.1768594387,5752093.609234193,2
20190804122434_20190804122704_tile_6469,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804122434_20190804122704_tile_6469.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804122434_20190804122704_tile_6469.tif,1.0,594919.7643816832,5749883.27689284,7
20190822093552_20190822093843_tile_9645,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822093552_20190822093843_tile_9645.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822093552_20190822093843_tile_9645.tif,0.0,592103.4777529179,5747571.6211666195,1
20190823144405_20190823144711_tile_3336,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144405_20190823144711_tile_3336.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144405_20190823144711_tile_3336.tif,0.0,593403.6485000231,5748640.626833178,3
20190823092528_20190823092835_tile_1206,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823092528_20190823092835_tile_1206.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823092528_20190823092835_tile_1206.tif,0.0,592922.162154312,5747016.375724909,2
20190822075657_20190822080002_tile_10709,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10709.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10709.tif,1.0,594557.0572239917,5749919.480449061,6
