id,fold,onborder
20190822163834_20190822164115_tile_7702,1,False
20190823084056_20190823084400_tile_3448,1,False
20190822065241_20190822065541_tile_2580,1,False
20190822070610_20190822070846_tile_3731,1,False
20190804115211_20190804115445_tile_8032,1,False
20190823101748_20190823102106_tile_9439,1,False
20190823073047_20190823073350_tile_7986,1,False
20190822082047_20190822082347_tile_4331,1,False
20190823081159_20190823081456_tile_5212,1,False
20190823072207_20190823072458_tile_5765,1,False
20190823150417_20190823150712_tile_10319,1,False
20190823082625_20190823082938_tile_447,1,False
20190823083119_20190823083425_tile_2091,1,False
20190823075755_20190823080053_tile_10761,1,False
20190822141103_20190822141406_tile_4967,1,False
20190822085151_20190822085445_tile_552,1,False
20190823072207_20190823072458_tile_5761,1,False
20190804121331_20190804121610_tile_1655,1,False
20190822095638_20190822095937_tile_7439,1,False
20190823094036_20190823094408_tile_10243,1,False
20190823125732_20190823130048_tile_1916,1,False
20190804130422_20190804130643_tile_3178,1,False
20190822100953_20190822101249_tile_8855,1,False
20190822084703_20190822085003_tile_1374,1,False
20190823134629_20190823134924_tile_8257,1,False
20190823143529_20190823143813_tile_4426,1,False
20190823143529_20190823143813_tile_4433,1,False
20190823074026_20190823074323_tile_2197,1,False
20190823074455_20190823074758_tile_10192,1,False
20190804121331_20190804121610_tile_1650,1,False
20190822091156_20190822091502_tile_122,1,False
20190822144546_20190822144829_tile_7598,1,False
20190823150417_20190823150712_tile_10315,1,False
20190823071743_20190823072036_tile_2625,1,False
20190823141123_20190823141407_tile_3118,1,False
20190822101452_20190822101748_tile_4380,1,False
20190823142603_20190823142913_tile_3561,1,False
20190823154802_20190823155103_tile_9766,1,False
20190822153149_20190822153444_tile_1052,1,False
20190822141103_20190822141406_tile_4965,1,False
20190823135623_20190823135909_tile_1099,1,False
20190823123717_20190823124038_tile_2680,1,False
20190822155902_20190822160145_tile_888,1,False
20190823093023_20190823093332_tile_8946,1,False
20190822142017_20190822142316_tile_9269,1,False
20190804135937_20190804140208_tile_6573,1,False
20190823072627_20190823072925_tile_10482,1,False
20190804120223_20190804120456_tile_62,1,False
20190823140636_20190823140937_tile_10427,1,False
20190823135139_20190823135448_tile_1431,1,False
20190804142149_20190804142420_tile_9105,1,False
20190822150641_20190822150929_tile_9975,1,False
20190804144353_20190804144627_tile_9934,1,False
20190822073257_20190822073557_tile_2425,1,False
20190823090554_20190823090904_tile_5019,1,False
20190822161458_20190822161736_tile_8417,1,False
20190823123717_20190823124038_tile_2679,1,False
20190823095034_20190823095347_tile_1824,1,False
20190822102427_20190822102736_tile_6094,1,False
20190822133830_20190822134118_tile_3771,1,False
20190822082047_20190822082347_tile_4322,1,False
20190823100628_20190823100943_tile_5449,1,False
20190823125732_20190823130048_tile_1921,1,False
20190823081648_20190823081959_tile_4867,1,False
20190823161251_20190823161546_tile_8309,1,False
20190823125732_20190823130048_tile_1927,1,False
20190804135332_20190804135556_tile_7160,1,False
20190822161837_20190822162134_tile_1595,1,False
20190823124221_20190823124528_tile_9869,1,False
20190804130928_20190804131204_tile_5131,1,False
20190823083559_20190823083940_tile_5944,1,False
20190823085444_20190823085754_tile_931,1,False
20190822072817_20190822073109_tile_10131,1,False
20190823132244_20190823132535_tile_2806,1,False
20190823080717_20190823081024_tile_3063,1,False
20190822091156_20190822091502_tile_104,1,False
20190822082047_20190822082347_tile_4321,1,False
20190804123018_20190804123239_tile_3007,1,False
20190822142505_20190822142747_tile_6840,1,False
20190823142111_20190823142355_tile_3935,1,False
20190823142603_20190823142913_tile_3563,1,False
20190804124749_20190804125033_tile_3669,1,False
20190823094552_20190823094850_tile_10603,1,False
20190823094036_20190823094408_tile_10248,1,False
20190822153558_20190822153835_tile_2539,1,False
20190822151944_20190822152215_tile_6994,1,False
20190823155824_20190823160121_tile_4540,1,False
20190822145028_20190822145325_tile_9217,1,False
20190822151944_20190822152215_tile_7003,1,False
20190822142505_20190822142747_tile_6839,1,False
20190823132244_20190823132535_tile_2789,1,False
20190822144046_20190822144338_tile_1493,1,False
20190823095600_20190823095931_tile_10979,1,False
20190823101134_20190823101448_tile_2845,1,False
20190822145832_20190822150114_tile_9602,1,False
20190822073257_20190822073557_tile_2429,1,False
20190804132547_20190804132826_tile_10865,1,False
20190804135937_20190804140208_tile_6565,1,False
20190804115720_20190804115941_tile_9554,1,False
20190822133333_20190822133635_tile_7755,1,False
20190822133333_20190822133635_tile_7768,1,False
20190822151523_20190822151826_tile_2913,1,False
20190822154658_20190822154950_tile_9375,1,False
20190804132031_20190804132301_tile_9503,1,False
20190822163834_20190822164115_tile_7713,1,False
20190822094025_20190822094322_tile_5879,1,False
20190822153558_20190822153835_tile_2534,1,False
20190823065938_20190823070236_tile_2149,1,False
20190823125228_20190823125530_tile_8570,1,False
20190822092149_20190822092450_tile_1709,1,False
20190822092635_20190822092926_tile_8360,1,False
20190823072627_20190823072925_tile_10492,1,False
20190822154658_20190822154950_tile_9382,1,False
20190804125251_20190804125541_tile_6888,1,False
20190823133754_20190823134101_tile_291,1,False
20190823145306_20190823145612_tile_7208,1,False
20190822162621_20190822162906_tile_5651,1,False
20190822071501_20190822071737_tile_6714,1,False
20190823095600_20190823095931_tile_10987,1,False
20190804132031_20190804132301_tile_9495,1,False
20190823160819_20190823161113_tile_11037,1,False
20190823131744_20190823132104_tile_3514,1,False
20190822091719_20190822092011_tile_9701,1,False
20190823090554_20190823090904_tile_5022,1,False
20190804143251_20190804143533_tile_339,1,False
20190822082538_20190822082826_tile_4167,1,False
20190822142017_20190822142316_tile_9279,1,False
20190822154325_20190822154559_tile_9336,1,False
20190822134328_20190822134645_tile_7045,1,False
20190822071501_20190822071737_tile_6713,1,False
20190822163425_20190822163708_tile_6316,1,False
20190823074455_20190823074758_tile_10207,1,False
20190822153558_20190822153835_tile_2525,1,False
20190822091719_20190822092011_tile_9699,1,False
20190823141123_20190823141407_tile_3121,1,False
20190823151153_20190823151440_tile_6057,1,False
20190822094025_20190822094322_tile_5869,1,False
20190822074720_20190822075013_tile_10041,1,False
20190822071501_20190822071737_tile_6712,1,False
20190823123151_20190823123459_tile_2315,1,False
20190823084056_20190823084400_tile_3451,1,False
20190823153502_20190823153756_tile_3830,1,False
20190822091719_20190822092011_tile_9708,1,False
20190823090554_20190823090904_tile_5015,1,False
20190822093552_20190822093843_tile_9661,1,False
20190823072627_20190823072925_tile_10480,1,False
20190823101134_20190823101448_tile_2849,1,False
20190804114132_20190804114404_tile_10825,1,False
20190822161045_20190822161339_tile_2479,1,False
20190822162621_20190822162906_tile_5655,1,False
20190823094036_20190823094408_tile_10261,1,False
20190822091719_20190822092011_tile_9711,1,False
20190804114647_20190804114904_tile_6255,1,False
20190822164304_20190822164613_tile_3399,1,False
20190804121331_20190804121610_tile_1661,1,False
20190822153149_20190822153444_tile_1045,1,False
20190823123717_20190823124038_tile_2673,1,False
20190822083256_20190822083600_tile_10913,1,False
20190823101748_20190823102106_tile_9437,1,False
20190822083256_20190822083600_tile_10919,1,False
20190823072207_20190823072458_tile_5752,1,False
20190823135139_20190823135448_tile_1432,1,False
20190823160819_20190823161113_tile_11044,1,False
20190823151559_20190823151919_tile_5608,1,False
20190823080230_20190823080526_tile_1978,1,False
20190823153502_20190823153756_tile_3842,1,False
20190822072404_20190822072642_tile_6776,1,False
20190822092635_20190822092926_tile_8350,1,False
20190822065241_20190822065541_tile_2569,1,False
20190804135332_20190804135556_tile_7163,1,False
20190822095638_20190822095937_tile_7429,1,False
20190804145216_20190804145445_tile_6514,1,False
20190822080151_20190822080440_tile_611,1,False
20190823141123_20190823141407_tile_3116,1,False
20190823093548_20190823093858_tile_5485,1,False
20190823085011_20190823085317_tile_6939,1,False
20190822070610_20190822070846_tile_3733,1,False
20190822092635_20190822092926_tile_8363,1,False
20190823145306_20190823145612_tile_7212,1,False
20190822094509_20190822094813_tile_176,1,False
20190822093113_20190822093410_tile_513,1,False
20190823065505_20190823065800_tile_395,1,False
20190823070853_20190823071152_tile_2034,1,False
20190822134835_20190822135131_tile_4486,1,False
20190823124735_20190823125042_tile_2247,1,False
20190823133754_20190823134101_tile_278,1,False
20190822162621_20190822162906_tile_5666,1,False
20190822071924_20190822072224_tile_8630,1,False
20190822100953_20190822101249_tile_8852,1,False
20190804141038_20190804141312_tile_9058,1,False
20190823130736_20190823131054_tile_4277,1,False
20190823085011_20190823085317_tile_6942,1,False
20190804132031_20190804132301_tile_9507,1,False
20190823075318_20190823075613_tile_5272,1,False
20190823095034_20190823095347_tile_1821,1,False
20190822102427_20190822102736_tile_6101,1,False
20190804140510_20190804140727_tile_4709,1,False
20190804142736_20190804142950_tile_1159,1,False
20190823143529_20190823143813_tile_4431,1,False
20190823080717_20190823081024_tile_3058,1,False
20190823065021_20190823065333_tile_9160,1,False
20190823152527_20190823152847_tile_5811,1,False
20190822070610_20190822070846_tile_3720,1,False
20190823100628_20190823100943_tile_5440,1,False
20190823142111_20190823142355_tile_3942,1,False
20190804142736_20190804142950_tile_1164,1,False
20190804130422_20190804130643_tile_3170,1,False
20190823123717_20190823124038_tile_2676,1,False
20190804130928_20190804131204_tile_5126,1,False
20190804113605_20190804113825_tile_9001,1,False
20190822070143_20190822070439_tile_7113,1,False
20190823091635_20190823091951_tile_8795,1,False
20190823065938_20190823070236_tile_2136,1,False
20190822082047_20190822082347_tile_4320,1,False
20190823072207_20190823072458_tile_5759,1,False
20190823100116_20190823100432_tile_2359,1,False
20190822071924_20190822072224_tile_8642,1,False
20190822074237_20190822074521_tile_4759,1,False
20190822150221_20190822150509_tile_8511,1,False
20190822164803_20190822165101_tile_4207,1,False
20190823070853_20190823071152_tile_2036,1,False
20190823065021_20190823065333_tile_9157,1,False
20190822092149_20190822092450_tile_1707,1,False
20190822150641_20190822150929_tile_9977,1,False
20190804113009_20190804113242_tile_4807,1,False
20190823150417_20190823150712_tile_10313,1,False
20190823065505_20190823065800_tile_389,1,False
20190822100953_20190822101249_tile_8837,1,False
20190823071743_20190823072036_tile_2632,1,False
20190822075219_20190822075510_tile_8136,1,False
20190823152527_20190823152847_tile_5808,1,False
20190822142017_20190822142316_tile_9281,1,False
20190822084226_20190822084526_tile_3225,1,False
20190804141608_20190804141830_tile_5332,1,False
20190823080230_20190823080526_tile_1973,1,False
20190804142736_20190804142950_tile_1163,1,False
20190822082538_20190822082826_tile_4161,1,False
20190822090458_20190822090745_tile_6617,1,False
20190823153025_20190823153316_tile_5088,1,False
20190823153931_20190823154211_tile_6413,1,False
20190804123547_20190804123823_tile_6155,1,False
20190804121331_20190804121610_tile_1648,1,False
20190823082145_20190823082444_tile_7813,1,False
20190822164803_20190822165101_tile_4206,1,False
20190823151559_20190823151919_tile_5606,1,False
20190823071331_20190823071608_tile_825,1,False
20190823160351_20190823160645_tile_8192,1,False
20190822141600_20190822141831_tile_8896,1,False
20190822152355_20190822152652_tile_3998,1,False
20190804132031_20190804132301_tile_9499,1,False
20190822155125_20190822155355_tile_7381,1,False
20190822073746_20190822074042_tile_5390,1,False
20190823151559_20190823151919_tile_5599,1,False
20190822065725_20190822065959_tile_7279,1,False
20190822071025_20190822071321_tile_730,1,False
20190822150641_20190822150929_tile_9985,1,False
20190822162246_20190822162529_tile_7656,1,False
20190804120223_20190804120456_tile_54,1,False
20190823083559_20190823083940_tile_5942,1,False
20190822095638_20190822095937_tile_7442,1,False
20190823094552_20190823094850_tile_10600,1,False
20190822144046_20190822144338_tile_1480,1,False
20190822162246_20190822162529_tile_7645,1,False
20190822094025_20190822094322_tile_5866,1,False
20190822151944_20190822152215_tile_6997,1,False
20190804120805_20190804121023_tile_6201,1,False
20190823151559_20190823151919_tile_5598,1,False
20190804141038_20190804141312_tile_9063,1,False
20190823154802_20190823155103_tile_9756,1,False
20190823084527_20190823084841_tile_10547,1,False
20190822084226_20190822084526_tile_3221,1,False
20190823084056_20190823084400_tile_3460,1,False
20190804135332_20190804135556_tile_7159,1,False
20190822074237_20190822074521_tile_4747,1,False
20190822082538_20190822082826_tile_4163,1,False
20190823085011_20190823085317_tile_6941,1,False
20190823090554_20190823090904_tile_5027,1,False
20190822155502_20190822155747_tile_4656,1,False
20190823073526_20190823073827_tile_7494,1,False
20190822073257_20190822073557_tile_2430,1,False
20190822065725_20190822065959_tile_7280,1,False
20190822094509_20190822094813_tile_160,1,False
20190822134835_20190822135131_tile_4482,1,False
20190822083256_20190822083600_tile_10925,1,False
20190822144546_20190822144829_tile_7596,1,False
20190823125228_20190823125530_tile_8579,1,False
20190823085011_20190823085317_tile_6950,1,False
20190823081648_20190823081959_tile_4854,1,False
20190804133705_20190804133940_tile_5555,1,False
20190822153931_20190822154218_tile_4602,1,False
20190822141103_20190822141406_tile_4969,1,False
20190823072627_20190823072925_tile_10474,1,False
20190822102427_20190822102736_tile_6114,1,False
20190822093113_20190822093410_tile_502,1,False
20190804120223_20190804120456_tile_56,1,False
20190804143251_20190804143533_tile_329,1,False
20190823065938_20190823070236_tile_2140,1,False
20190823130736_20190823131054_tile_4275,1,False
20190823152057_20190823152354_tile_1265,1,False
20190822071924_20190822072224_tile_8638,1,False
20190804120223_20190804120456_tile_63,1,False
20190823145732_20190823150016_tile_7335,1,False
20190823081648_20190823081959_tile_4848,1,False
20190822101452_20190822101748_tile_4374,1,False
20190823095600_20190823095931_tile_10990,1,False
20190823150417_20190823150712_tile_10316,1,False
20190804141608_20190804141830_tile_5334,1,False
20190823070853_20190823071152_tile_2023,1,False
20190822155125_20190822155355_tile_7375,1,False
20190822070610_20190822070846_tile_3721,1,False
20190822155502_20190822155747_tile_4647,1,False
20190823080717_20190823081024_tile_3065,1,False
20190823093548_20190823093858_tile_5505,1,False
20190822163425_20190822163708_tile_6297,1,False
20190822084703_20190822085003_tile_1369,1,False
20190823160351_20190823160645_tile_8197,1,False
20190823075755_20190823080053_tile_10763,1,False
20190822095638_20190822095937_tile_7431,1,False
20190822101452_20190822101748_tile_4389,1,False
20190804141608_20190804141830_tile_5339,1,False
20190804124749_20190804125033_tile_3667,1,False
20190822071924_20190822072224_tile_8629,1,False
20190823091635_20190823091951_tile_8791,1,False
20190823100628_20190823100943_tile_5437,1,False
20190823134629_20190823134924_tile_8244,1,False
20190822161458_20190822161736_tile_8406,1,False
20190822161837_20190822162134_tile_1588,1,False
20190823083559_20190823083940_tile_5936,1,False
20190822164304_20190822164613_tile_3385,1,False
20190822133830_20190822134118_tile_3782,1,False
20190822073257_20190822073557_tile_2417,1,False
20190822154325_20190822154559_tile_9335,1,False
20190823125732_20190823130048_tile_1918,1,False
20190822072404_20190822072642_tile_6770,1,False
20190822093552_20190822093843_tile_9652,1,False
20190822092635_20190822092926_tile_8362,1,False
20190822100114_20190822100413_tile_679,1,False
20190823151153_20190823151440_tile_6045,1,False
20190822071924_20190822072224_tile_8640,1,False
20190822162621_20190822162906_tile_5658,1,False
20190823073047_20190823073350_tile_7971,1,False
20190804125251_20190804125541_tile_6889,1,False
20190822101452_20190822101748_tile_4373,1,False
20190822082047_20190822082347_tile_4319,1,False
20190822162246_20190822162529_tile_7648,1,False
20190822094025_20190822094322_tile_5870,1,False
20190823085011_20190823085317_tile_6949,1,False
20190822144546_20190822144829_tile_7587,1,False
20190822082538_20190822082826_tile_4164,1,False
20190823074455_20190823074758_tile_10191,1,False
20190822150641_20190822150929_tile_9980,1,False
20190822164304_20190822164613_tile_3388,1,False
20190823065021_20190823065333_tile_9172,1,False
20190823130239_20190823130540_tile_3615,1,False
20190823153931_20190823154211_tile_6405,1,False
20190823130239_20190823130540_tile_3629,1,False
20190822163021_20190822163304_tile_8461,1,False
20190823070415_20190823070716_tile_6357,1,False
20190822144546_20190822144829_tile_7588,1,False
20190823145306_20190823145612_tile_7219,1,False
20190804142736_20190804142950_tile_1155,1,False
20190822074237_20190822074521_tile_4745,1,False
20190804114132_20190804114404_tile_10820,1,False
20190822095638_20190822095937_tile_7426,1,False
20190822082047_20190822082347_tile_4315,1,False
20190823160351_20190823160645_tile_8186,1,False
20190822094509_20190822094813_tile_170,1,False
20190822133830_20190822134118_tile_3773,1,False
20190822071501_20190822071737_tile_6721,1,False
20190822081617_20190822081907_tile_9809,1,False
20190822101452_20190822101748_tile_4392,1,False
20190823074026_20190823074323_tile_2192,1,False
20190822145832_20190822150114_tile_9604,1,False
20190823100116_20190823100432_tile_2373,1,False
20190823084527_20190823084841_tile_10549,1,False
20190822163425_20190822163708_tile_6310,1,False
20190822071501_20190822071737_tile_6720,1,False
20190822065725_20190822065959_tile_7271,1,False
20190823134629_20190823134924_tile_8242,1,False
20190804135332_20190804135556_tile_7171,1,False
20190804122434_20190804122704_tile_6473,1,False
20190822065725_20190822065959_tile_7274,1,False
20190823073047_20190823073350_tile_7969,1,False
20190804135332_20190804135556_tile_7161,1,False
20190823075318_20190823075613_tile_5269,1,False
20190823123717_20190823124038_tile_2674,1,False
20190823081159_20190823081456_tile_5217,1,False
20190822091156_20190822091502_tile_103,1,False
20190823072207_20190823072458_tile_5751,1,False
20190822135802_20190822140055_tile_1763,1,False
20190823133754_20190823134101_tile_286,1,False
20190823145306_20190823145612_tile_7226,1,False
20190822150641_20190822150929_tile_9983,1,False
20190822100953_20190822101249_tile_8840,1,False
20190823083119_20190823083425_tile_2085,1,False
20190822154325_20190822154559_tile_9339,1,False
20190823124735_20190823125042_tile_2248,1,False
20190822142505_20190822142747_tile_6821,1,False
20190804121908_20190804122131_tile_6667,1,False
20190823124221_20190823124528_tile_9870,1,False
20190823075755_20190823080053_tile_10769,1,False
20190823141628_20190823141922_tile_8729,1,False
20190822145028_20190822145325_tile_9216,1,False
20190823153502_20190823153756_tile_3837,1,False
20190804115720_20190804115941_tile_9547,1,False
20190822100953_20190822101249_tile_8853,1,False
20190822163021_20190822163304_tile_8466,1,False
20190822065241_20190822065541_tile_2567,1,False
20190823095034_20190823095347_tile_1808,1,False
20190822154325_20190822154559_tile_9327,1,False
20190822083256_20190822083600_tile_10930,1,False
20190823091635_20190823091951_tile_8787,1,False
20190804115211_20190804115445_tile_8029,1,False
20190823130736_20190823131054_tile_4274,1,False
20190822162621_20190822162906_tile_5668,1,False
20190822065725_20190822065959_tile_7268,1,False
20190822134835_20190822135131_tile_4487,1,False
20190823145732_20190823150016_tile_7339,1,False
20190822151523_20190822151826_tile_2911,1,False
20190822153558_20190822153835_tile_2542,1,False
20190822160641_20190822160923_tile_4057,1,False
20190823141628_20190823141922_tile_8734,1,False
20190822093552_20190822093843_tile_9659,1,False
20190804125251_20190804125541_tile_6885,1,False
20190823160351_20190823160645_tile_8183,1,False
20190823160819_20190823161113_tile_11036,1,False
20190804141038_20190804141312_tile_9062,1,False
20190822092149_20190822092450_tile_1697,1,False
20190822092149_20190822092450_tile_1713,1,False
20190822133333_20190822133635_tile_7752,1,False
20190822071501_20190822071737_tile_6711,1,False
20190823144002_20190823144238_tile_10083,1,False
20190822071025_20190822071321_tile_727,1,False
20190823080230_20190823080526_tile_1969,1,False
20190822091156_20190822091502_tile_121,1,False
20190822092149_20190822092450_tile_1702,1,False
20190823072627_20190823072925_tile_10476,1,False
20190822071501_20190822071737_tile_6717,1,False
20190822072404_20190822072642_tile_6779,1,False
20190823065505_20190823065800_tile_382,1,False
20190822143107_20190822143418_tile_1550,1,False
20190823074455_20190823074758_tile_10194,1,False
20190822073257_20190822073557_tile_2419,1,False
20190822155125_20190822155355_tile_7376,1,False
20190804124749_20190804125033_tile_3668,1,False
20190822133830_20190822134118_tile_3779,1,False
20190804120805_20190804121023_tile_6213,1,False
20190822094025_20190822094322_tile_5873,1,False
20190823144849_20190823145144_tile_3292,1,False
20190823160819_20190823161113_tile_11043,1,False
20190804140510_20190804140727_tile_4699,1,False
20190822073257_20190822073557_tile_2413,1,False
20190823154802_20190823155103_tile_9757,1,False
20190822073257_20190822073557_tile_2418,1,False
20190823130736_20190823131054_tile_4266,1,False
20190804133705_20190804133940_tile_5554,1,False
20190823135623_20190823135909_tile_1103,1,False
20190804125251_20190804125541_tile_6882,1,False
20190804121908_20190804122131_tile_6661,1,False
20190822094025_20190822094322_tile_5864,1,False
20190804113605_20190804113825_tile_9005,1,False
20190822085151_20190822085445_tile_564,1,False
20190823082145_20190823082444_tile_7815,1,False
20190822162246_20190822162529_tile_7653,1,False
20190822073746_20190822074042_tile_5376,1,False
20190822092149_20190822092450_tile_1708,1,False
20190823093548_20190823093858_tile_5497,1,False
20190823145732_20190823150016_tile_7321,1,False
20190823144849_20190823145144_tile_3274,1,False
20190822162246_20190822162529_tile_7644,1,False
20190822143107_20190822143418_tile_1543,1,False
20190823084527_20190823084841_tile_10551,1,False
20190804133131_20190804133356_tile_787,1,False
20190822085151_20190822085445_tile_549,1,False
20190804132031_20190804132301_tile_9500,1,False
20190823073526_20190823073827_tile_7481,1,False
20190822100114_20190822100413_tile_678,1,False
20190823070415_20190823070716_tile_6360,1,False
20190822161458_20190822161736_tile_8421,1,False
20190822164803_20190822165101_tile_4210,1,False
20190823145306_20190823145612_tile_7209,1,False
20190822135802_20190822140055_tile_1752,1,False
20190822151523_20190822151826_tile_2916,1,False
20190823082145_20190823082444_tile_7809,1,False
20190804115720_20190804115941_tile_9549,1,False
20190823085011_20190823085317_tile_6936,1,False
20190823134629_20190823134924_tile_8239,1,False
20190822081617_20190822081907_tile_9815,1,False
20190823142603_20190823142913_tile_3558,1,False
20190823071743_20190823072036_tile_2619,1,False
20190822075657_20190822080002_tile_10697,1,False
20190822095638_20190822095937_tile_7427,1,False
20190823092528_20190823092835_tile_1219,1,False
20190822065241_20190822065541_tile_2579,1,False
20190823074026_20190823074323_tile_2196,1,False
20190822082047_20190822082347_tile_4323,1,False
20190822080619_20190822080931_tile_223,1,False
20190804133131_20190804133356_tile_777,1,False
20190823065938_20190823070236_tile_2139,1,False
20190823160351_20190823160645_tile_8191,1,False
20190823141123_20190823141407_tile_3113,1,False
20190823154802_20190823155103_tile_9768,1,False
20190804113009_20190804113242_tile_4813,1,False
20190823095600_20190823095931_tile_10976,1,False
20190822160239_20190822160529_tile_3892,1,False
